,company,location,job-title,overall-ratings,work-balance-stars,culture-values-stars,carrer-opportunities-stars,comp-benefit-stars,senior-mangemnet-stars,helpful-count,year
30737,microsoft,"Bellevue, WA",Former Employee - Software Engineer,5.0,5.0,5.0,5.0,5.0,4.0,0,2018.0
30738,microsoft,"Redmond, WA",Current Employee - Program Manager,5.0,5.0,5.0,4.0,4.0,5.0,1,2018.0
30739,microsoft,"Seattle, WA",Former Employee - Software Engineer,5.0,3.0,5.0,5.0,5.0,4.0,0,2018.0
30740,microsoft,"Sterling, VA",Current Employee - Technical Account Manager,5.0,5.0,5.0,5.0,5.0,4.0,4,2018.0
30741,microsoft,"Redmond, WA",Current Employee - Researcher,5.0,5.0,5.0,5.0,4.0,5.0,1,2018.0
30742,microsoft,"Cincinnati, OH",Former Employee - Product Advisor,5.0,4.0,5.0,3.0,4.0,4.0,0,2018.0
30743,microsoft,"Redmond, WA",Former Employee - Senior Software Engineer,3.0,3.0,2.0,4.0,2.0,2.0,0,2018.0
30744,microsoft,"Irving, TX",Current Employee - Senior Support Escalation Engineer,4.0,2.0,1.0,4.0,5.0,1.0,1,2018.0
30745,microsoft,"Woodinville, WA",Current Employee - Senior Design Manager,5.0,4.0,5.0,5.0,4.0,5.0,1,2018.0
30746,microsoft,"San Francisco, CA",Current Employee - Designer,3.0,4.0,2.0,3.0,4.0,2.0,0,2018.0
30747,microsoft,"Redmond, WA",Former Employee - Senior Software Engineer,4.0,4.0,5.0,4.0,5.0,3.0,1,2018.0
30748,microsoft,"Redmond, WA",Current Employee - Principal Software Engineer,2.0,3.0,2.0,2.0,2.0,2.0,2,2018.0
30749,microsoft,"Redmond, WA",Former Employee - Software Development Test Engineer,2.0,2.0,3.0,4.0,3.0,2.0,2,2018.0
30750,microsoft,"Redmond, WA",Current Employee - Principal Software Engineering Manager,4.0,3.0,5.0,4.0,3.0,3.0,0,2018.0
30751,microsoft,"Redmond, WA",Current Employee - Principal Software Engineering Manager,2.0,4.0,4.0,3.0,1.0,2.0,0,2018.0
30752,microsoft,"Raleigh, NC",Current Employee - Software Engineer,5.0,5.0,5.0,5.0,4.0,5.0,0,2018.0
30753,microsoft,"Redmond, WA",Former Employee - Senior Manager,3.0,3.0,2.0,5.0,5.0,3.0,0,2018.0
30754,microsoft,"Redmond, WA",Current Employee - Program Manager,3.0,5.0,3.0,3.0,4.0,3.0,2,2018.0
30755,microsoft,"Redmond, WA",Current Employee - Anonymous Employee,3.0,4.0,3.0,4.0,5.0,2.0,0,2018.0
30756,microsoft,"Redmond, WA",Current Employee - Software Engineer,4.0,3.0,3.0,3.0,3.0,3.0,0,2018.0
30757,microsoft,"Ann Arbor, MI",Current Employee - Research Associate,5.0,3.0,3.0,5.0,3.0,5.0,0,2018.0
30758,microsoft,"Redmond, WA",Current Employee - Senior Marketing Communications Manager,4.0,3.0,5.0,5.0,4.0,4.0,0,2018.0
30759,microsoft,"Nashville, TN",Former Employee - Anonymous Employee,5.0,4.0,5.0,5.0,4.0,5.0,0,2018.0
30760,microsoft,"Redmond, WA",Current Employee - Principal Software Engineer,4.0,5.0,3.0,3.0,2.0,3.0,0,2018.0
30761,microsoft,"Redmond, WA",Current Employee - Software Development Engineer-II,5.0,4.0,5.0,4.0,5.0,3.0,1,2018.0
30762,microsoft,"Redmond, WA",Current Employee - Software Developer,4.0,5.0,4.0,4.0,5.0,4.0,0,2018.0
30763,microsoft,"Mountain View, CA",Former Employee - Principal Program Manager,5.0,4.0,5.0,5.0,5.0,4.0,0,2018.0
30764,microsoft,"Redmond, WA",Former Employee - MIcrosoft Explorer,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
30765,microsoft,"West Des Moines, IA",Current Employee - Datacenter Technician,2.0,2.0,1.0,1.0,5.0,1.0,1,2018.0
30766,microsoft,"Redmond, WA",Current Employee - Marketing Director,5.0,5.0,4.0,5.0,4.0,4.0,4,2018.0
30767,microsoft,"Seattle, WA",Former Employee - Solution Specialist,4.0,4.0,3.0,2.0,3.0,5.0,2,2018.0
30768,microsoft,"Redmond, WA",Current Employee - Software Engineer,5.0,5.0,5.0,5.0,5.0,4.0,0,2018.0
30769,microsoft,"Redmond, WA",Former Employee - Senior User Experience Designer,2.0,4.0,1.0,2.0,3.0,1.0,1,2018.0
30770,microsoft,"Chicago, IL",Current Employee - IT Manager,2.0,2.0,1.0,2.0,5.0,1.0,2,2018.0
30771,microsoft,"New York, NY",Current Employee - Account Executive,5.0,4.0,5.0,4.0,5.0,5.0,1,2018.0
30772,microsoft,"Tampa, FL",Current Employee - Technology Solutions Professional,5.0,5.0,5.0,5.0,5.0,5.0,2,2018.0
30773,microsoft,"Redmond, WA",Current Employee - Anonymous Employee,4.0,4.0,1.0,3.0,3.0,1.0,0,2018.0
30774,microsoft,"Redmond, WA",Current Employee - Solutions Architect,5.0,5.0,5.0,3.0,5.0,3.0,1,2018.0
30775,microsoft,"Redmond, WA",Current Employee - General Manager,3.0,3.0,3.0,4.0,4.0,3.0,0,2018.0
30776,microsoft,"Redmond, WA",Current Employee - Anonymous Employee,3.0,3.6,3.7,3.7,4.0,3.2,0,2018.0
30777,microsoft,"Redmond, WA",Current Employee - Software Development Engineer,3.0,4.0,4.0,2.0,5.0,3.0,1,2018.0
30778,microsoft,"Los Angeles, CA",Current Employee - Premier Field Engineer,4.0,3.0,5.0,4.0,5.0,5.0,0,2018.0
30779,microsoft,"Redmond, WA",Current Employee - Software Engineer,5.0,5.0,5.0,5.0,4.0,5.0,1,2018.0
30780,microsoft,"Redmond, WA",Current Employee - Senior Software Engineer,5.0,3.0,5.0,5.0,5.0,5.0,1,2018.0
30781,microsoft,"Redmond, WA",Former Employee - Anonymous Employee,4.0,2.0,1.0,3.0,4.0,2.0,0,2018.0
30782,microsoft,"Redmond, WA",Current Employee - Software Engineer,4.0,5.0,5.0,4.0,3.0,2.0,0,2018.0
30783,microsoft,"Dallas, TX",Former Employee - Premier Field Engineer,3.0,1.0,3.0,5.0,4.0,2.0,0,2018.0
30784,microsoft,"Seattle, WA","Current Employee - Senior Director, Business Strategy",5.0,4.0,5.0,3.0,5.0,4.0,0,2018.0
30785,microsoft,"Redmond, WA",Current Employee - Principal Product Manager,4.0,5.0,4.0,4.0,2.0,5.0,0,2018.0
30786,microsoft,"Sunnyvale, CA",Current Employee - Software Engineer-II,4.0,5.0,5.0,5.0,4.0,4.0,0,2018.0
30787,microsoft,"Redmond, WA",Former Employee - Anonymous Employee,4.0,2.0,4.0,4.0,4.0,3.0,0,2018.0
30788,microsoft,"Redmond, WA",Former Employee - Principal Program Manager Lead,5.0,4.0,5.0,5.0,4.0,4.0,2,2018.0
30789,microsoft,"Redmond, WA",Current Employee - Anonymous Employee,5.0,3.6,3.7,3.7,4.0,3.2,0,2018.0
30790,microsoft,"Reno, NV",Current Employee - Project Manager,5.0,4.0,4.0,5.0,5.0,5.0,0,2018.0
30791,microsoft,"Sarasota, FL",Former Employee - Product Advisor,4.0,5.0,4.0,4.0,3.0,4.0,0,2018.0
30792,microsoft,"Redmond, WA",Current Employee - Anonymous Employee,4.0,3.0,1.0,3.0,4.0,1.0,0,2018.0
30793,microsoft,"Houston, TX",Former Employee - Receptionist,2.0,1.0,5.0,1.0,2.0,1.0,0,2018.0
30794,microsoft,"Redmond, WA",Former Employee - Senior Program Manager,2.0,4.0,2.0,2.0,3.0,2.0,8,2018.0
30795,microsoft,"Redmond, WA",Current Employee - Senior Software Engineer,5.0,5.0,3.0,5.0,1.0,3.0,2,2018.0
30796,microsoft,"Redmond, WA",Current Employee - Senior Director,4.0,2.0,1.0,3.7,3.0,2.0,1,2018.0
30797,microsoft,"Redmond, WA",Former Employee - Supply Chain Manager,4.0,3.0,4.0,5.0,5.0,4.0,0,2018.0
30798,microsoft,"Redmond, WA",Current Employee - Software Engineer,3.0,5.0,3.0,4.0,4.0,3.0,0,2018.0
30799,microsoft,"Los Angeles, CA",Former Employee - Consultant,5.0,4.0,4.0,5.0,4.0,4.0,0,2018.0
30800,microsoft,"Redmond, WA",Current Employee - Principal Lead Program Manager,5.0,5.0,5.0,5.0,5.0,5.0,4,2018.0
30801,microsoft,"Seattle, WA",Current Employee - Senior Business Program Manager,3.0,2.0,4.0,4.0,2.0,2.0,1,2018.0
30802,microsoft,"Reston, VA",Current Employee - User Experience Consultant,4.0,3.0,4.0,4.0,4.0,3.0,3,2018.0
30803,microsoft,"South Seattle, WA",Former Employee - Software Developer,3.0,2.0,3.0,4.0,4.0,1.0,0,2018.0
30804,microsoft,"Redmond, WA",Current Employee - Senior Software Engineer,3.0,3.0,4.0,3.0,3.0,2.0,0,2018.0
30805,microsoft,"Bellevue, WA",Former Employee - Software Engineer,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
30806,microsoft,"Redmond, WA",Current Employee - Senior Software Engineer,4.0,4.0,4.0,4.0,4.0,4.0,0,2018.0
30807,microsoft,"Redmond, WA",Former Employee - Software Developer,2.0,2.0,1.0,2.0,3.0,2.0,0,2018.0
30808,microsoft,"Redmond, WA",Current Employee - Anonymous Employee,5.0,4.0,5.0,4.0,4.0,4.0,1,2018.0
30809,microsoft,"Chicago, IL",Current Employee - Azure TSP,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
30810,microsoft,"Redmond, WA",Former Employee - Program Manager,5.0,2.0,4.0,2.0,3.0,4.0,0,2018.0
30811,microsoft,"Redmond, WA",Former Employee - Anonymous Employee,5.0,5.0,4.0,4.0,5.0,5.0,3,2018.0
30812,microsoft,"Redmond, WA",Current Employee - Principal Software Engineering Manager,4.0,3.0,5.0,5.0,5.0,5.0,0,2018.0
30813,microsoft,"Redmond, WA",Former Employee - Finance Manager,2.0,5.0,4.0,5.0,5.0,5.0,2,2018.0
30814,microsoft,"Redmond, WA",Current Employee - Software Engineer,3.0,3.0,4.0,5.0,3.0,3.0,0,2018.0
30815,microsoft,"Redmond, WA",Former Employee - Principal Program Manager,2.0,5.0,1.0,1.0,2.0,1.0,0,2018.0
30816,microsoft,"Redmond, WA",Current Employee - Senior Program Manager,4.0,5.0,5.0,5.0,5.0,4.0,0,2018.0
30817,microsoft,"San Francisco, CA",Former Employee - Senior Software Engineer,4.0,4.0,3.0,5.0,5.0,2.0,0,2018.0
30818,microsoft,"Redmond, WA",Current Employee - Anonymous Employee,5.0,4.0,4.0,4.0,4.0,5.0,0,2018.0
30819,microsoft,"Redmond, WA",Former Employee - Marketing Communications Manager,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
30820,microsoft,"San Francisco, CA",Current Employee - Senior Program Manager,5.0,4.0,5.0,4.0,5.0,5.0,0,2018.0
30821,microsoft,"Redmond, WA",Current Employee - Program Manager,5.0,5.0,4.0,3.0,4.0,4.0,0,2018.0
30822,microsoft,"Redmond, WA",Current Employee - Program Manager,5.0,5.0,4.0,3.0,4.0,4.0,0,2018.0
30823,microsoft,"Redmond, WA",Current Employee - Security Engineer,4.0,4.0,4.0,4.0,4.0,4.0,0,2018.0
30824,microsoft,"Redmond, WA",Current Employee - Security Researcher,3.0,1.0,3.0,3.0,4.0,1.0,0,2018.0
30825,microsoft,"Rochester, NY",Current Employee - Senior Account Executive,4.0,4.0,4.0,5.0,3.0,3.0,0,2018.0
30826,microsoft,"San Diego, CA",Former Employee - Anonymous Employee,3.0,3.0,2.0,2.0,4.0,1.0,0,2018.0
30827,microsoft,"Redmond, WA",Former Employee - Janitor,5.0,3.6,3.7,3.7,4.0,3.2,0,2018.0
30828,microsoft,"Redmond, WA",Current Employee - Software Engineer-II,5.0,5.0,5.0,5.0,3.0,5.0,0,2018.0
30829,microsoft,"China, TX",Current Employee - Senior,4.0,5.0,4.0,4.0,4.0,4.0,0,2018.0
30830,microsoft,"Newport Coast, CA",Current Employee - Sales,5.0,3.0,5.0,4.0,4.0,5.0,0,2018.0
30831,microsoft,"Redmond, WA",Current Employee - Senior Software Engineer,5.0,5.0,5.0,5.0,4.0,5.0,0,2018.0
30832,microsoft,"Redmond, WA",Former Employee - Director,4.0,3.6,3.7,3.7,4.0,3.2,0,2018.0
30833,microsoft,"Bellevue, WA",Current Employee - Senior Software Engineer,4.0,4.0,5.0,4.0,5.0,3.0,0,2018.0
30834,microsoft,"Redmond, WA",Former Employee - Anonymous Employee,5.0,5.0,4.0,5.0,4.0,4.0,0,2018.0
30835,microsoft,"Costa Mesa, CA",Former Employee - SERVICE ADVISOR,5.0,5.0,5.0,5.0,5.0,5.0,1,2018.0
30836,microsoft,"Issaquah, WA",Current Employee - Support Engineer,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
30837,microsoft,"Saint Paul, MN",Current Employee - Senior Software Engineer,5.0,5.0,5.0,4.0,4.0,4.0,0,2018.0
30838,microsoft,"Redmond, WA",Current Employee - Senior Technical Program Manager,4.0,4.0,4.0,4.0,4.0,4.0,0,2018.0
30839,microsoft,"New York, NY",Current Employee - Customer Success,3.0,3.0,3.0,1.0,3.0,1.0,0,2018.0
30840,microsoft,"Redmond, WA",Current Employee - Principal Software Engineering Manager,5.0,3.0,4.0,5.0,3.0,4.0,0,2018.0
30841,microsoft,"Fort Lauderdale, FL",Current Employee - Anonymous Employee,5.0,4.0,4.0,3.0,5.0,4.0,0,2018.0
30842,microsoft,"Redmond, WA",Current Employee - Senior Program Manager,5.0,4.0,5.0,5.0,5.0,4.0,0,2018.0
30843,microsoft,"Redmond, WA",Former Employee - Software Development Engineer,4.0,5.0,4.0,5.0,5.0,4.0,0,2018.0
30844,microsoft,"Dallas, TX",Current Employee - Senior Consultant,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
30845,microsoft,"Redmond, WA",Current Employee - Software Engineer,5.0,5.0,5.0,5.0,4.0,5.0,2,2018.0
30846,microsoft,"Boston, MA",Current Employee - Software Engineer,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
30847,microsoft,"Dallas, TX",Current Employee - Senior Consultant,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
30848,microsoft,"Redmond, WA",Current Employee - Senior Program Manager Engineering,3.0,3.0,4.0,4.0,5.0,4.0,0,2018.0
30849,microsoft,"Seattle, WA",Current Employee - SERVICE ADVISOR,3.0,1.0,1.0,1.0,1.0,1.0,0,2018.0
30850,microsoft,"Redmond, WA",Current Employee - SDEII,5.0,5.0,4.0,4.0,3.0,4.0,7,2018.0
30851,microsoft,"Redmond, WA",Current Employee - Principal Program Manager,3.0,2.0,4.0,2.0,3.0,3.0,0,2018.0
30852,microsoft,"Redmond, WA",Current Employee - Senior Finance Manager,5.0,5.0,5.0,5.0,4.0,5.0,0,2018.0
30853,microsoft,"Seattle, WA",Current Employee - Anonymous Employee,5.0,5.0,5.0,5.0,3.0,5.0,0,2018.0
30854,microsoft,"Redmond, WA",Current Employee - Group Engineering Manager,3.0,4.0,3.0,1.0,3.0,3.0,0,2018.0
30855,microsoft,"Seattle, WA",Former Employee - Sale,4.0,4.0,4.0,4.0,4.0,3.0,0,2018.0
30856,microsoft,"Seattle, WA",Current Employee - Project Manager,5.0,4.0,4.0,5.0,4.0,3.0,0,2018.0
30857,microsoft,"Redmond, WA",Current Employee - Senior Software Engineer,5.0,5.0,4.0,5.0,3.0,4.0,0,2018.0
30858,microsoft,"Redmond, WA",Current Employee - Service Engineer,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
30859,microsoft,"Palo Alto, CA",Current Employee - Senior Software Engineer,4.0,4.0,5.0,3.0,3.0,5.0,1,2018.0
30860,microsoft,"Redmond, WA",Current Employee - Software Engineer,3.0,4.0,4.0,3.0,5.0,5.0,4,2018.0
30861,microsoft,"Redmond, WA",Current Employee - Software Engineering,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
30862,microsoft,"Newark, NJ",Former Employee - Anonymous Employee,4.0,3.0,5.0,3.0,4.0,3.0,0,2018.0
30863,microsoft,"Redmond, WA",Former Employee - Consulting Director,5.0,5.0,5.0,4.0,5.0,4.0,5,2018.0
30864,microsoft,"Mountain View, CA",Former Employee - Anonymous Employee,3.0,3.0,3.0,3.0,3.0,3.0,0,2018.0
30865,microsoft,"San Jose, CA",Current Employee - Anonymous Employee,5.0,5.0,5.0,3.0,4.0,4.0,0,2018.0
30866,microsoft,"Sunnyvale, CA",Current Employee - Senior Software Engineer,5.0,4.0,3.0,5.0,4.0,3.0,0,2018.0
30867,microsoft,"New York, NY",Current Employee - Solutions Sales Specialist,5.0,5.0,5.0,5.0,4.0,5.0,0,2018.0
30868,microsoft,"Redmond, WA",Current Employee - Finance Manager,2.0,4.0,1.0,1.0,4.0,1.0,0,2018.0
30869,microsoft,"Reston, VA",Current Employee - Senior Software Engineer,1.0,1.0,3.0,2.0,5.0,3.0,4,2018.0
30870,microsoft,"Redmond, WA",Former Employee - Anonymous Employee,4.0,2.0,5.0,5.0,4.0,4.0,0,2018.0
30871,microsoft,"Redmond, WA",Current Employee - Senior Data Scientist,4.0,5.0,4.0,4.0,3.0,4.0,0,2018.0
30872,microsoft,"Redmond, WA",Current Employee - SWE II,5.0,3.0,4.0,5.0,5.0,4.0,1,2018.0
30873,microsoft,"Redmond, WA",Current Employee - Anonymous Employee,5.0,3.6,3.7,3.7,4.0,3.2,0,2018.0
30874,microsoft,"San Francisco, CA",Current Employee - Software Engineer,4.0,4.0,3.0,4.0,4.0,3.0,0,2018.0
30875,microsoft,"Redmond, WA",Current Employee - Anonymous Employee,5.0,4.0,4.0,4.0,3.0,5.0,1,2018.0
30876,microsoft,"Seattle, WA",Former Employee - Software Engineer,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
30877,microsoft,"Redmond, WA",Current Employee - Mechanical Engineer II,5.0,3.0,4.0,3.0,4.0,4.0,0,2018.0
30878,microsoft,"Redmond, WA",Former Employee - Director,5.0,4.0,5.0,3.0,4.0,5.0,3,2018.0
30879,microsoft,"Washington, DC",Current Employee - Senior Cloud Consultant,5.0,4.0,5.0,5.0,5.0,5.0,0,2018.0
30880,microsoft,"Redmond, WA",Former Employee - Senior Software Engineer,3.0,4.0,2.0,4.0,5.0,3.0,4,2018.0
30881,microsoft,"Redmond, WA",Current Employee - Anonymous Employee,4.0,5.0,4.0,5.0,4.0,5.0,0,2018.0
30882,microsoft,"Seattle, WA",Current Employee - Senior Product Marketing Manager,1.0,2.0,3.0,2.0,1.0,1.0,0,2018.0
30883,microsoft,"Bellevue, WA",Current Employee - Software Engineer,4.0,4.0,4.0,5.0,4.0,3.0,0,2018.0
30884,microsoft,"London, KY",Current Employee - Tester,4.0,4.0,4.0,4.0,4.0,4.0,0,2018.0
30885,microsoft,"Redmond, WA",Current Employee - Software Engineer,3.0,3.0,3.0,4.0,4.0,3.0,1,2018.0
30886,microsoft,"Redmond, WA",Current Employee - Software Engineer,3.0,4.0,2.0,3.0,2.0,1.0,0,2018.0
30887,microsoft,"Redmond, WA",Current Employee - Software Engineer,5.0,5.0,5.0,5.0,4.0,5.0,1,2018.0
30888,microsoft,"Lehi, UT",Current Employee - National Account Executive,5.0,4.0,5.0,4.0,5.0,4.0,1,2018.0
30889,microsoft,"New York, NY",Former Employee - Network Engineer,5.0,3.0,5.0,5.0,5.0,4.0,0,2018.0
30890,microsoft,"Redmond, WA",Former Employee - Program Manager,4.0,5.0,3.0,4.0,5.0,4.0,0,2018.0
30891,microsoft,"Austin, TX",Current Employee - Technical Service Specialist,5.0,5.0,5.0,4.0,5.0,5.0,1,2018.0
30892,microsoft,"Redmond, WA",Current Employee - Software Engineer,5.0,5.0,5.0,4.0,4.0,5.0,1,2018.0
30893,microsoft,"Redmond, WA",Former Employee - Manager,5.0,5.0,5.0,5.0,5.0,3.2,0,2018.0
30894,microsoft,"Redmond, WA",Current Employee - Partner Technology Manager,5.0,5.0,5.0,5.0,5.0,5.0,1,2018.0
30895,microsoft,"Redmond, WA",Current Employee - Principal Tech Lead,5.0,5.0,5.0,4.0,5.0,4.0,1,2018.0
30896,microsoft,"Seattle, WA",Former Employee - Anonymous Employee,4.0,3.0,4.0,5.0,4.0,3.0,0,2018.0
30897,microsoft,"Redmond, WA",Former Employee - Anonymous Employee,5.0,5.0,5.0,4.0,5.0,4.0,0,2018.0
30898,microsoft,"Redmond, WA",Current Employee - Senior Program Manager,4.0,3.0,4.0,4.0,4.0,4.0,0,2018.0
30899,microsoft,"Redmond, WA",Current Employee - Service Engineer,3.0,4.0,3.0,3.0,4.0,3.0,0,2018.0
30900,microsoft,"Redmond, WA",Current Employee - Anonymous Employee,2.0,3.0,2.0,2.0,4.0,1.0,2,2018.0
30901,microsoft,"Redmond, WA",Current Employee - Designer,4.0,4.0,4.0,3.0,3.0,2.0,1,2018.0
30902,microsoft,"Redmond, WA",Current Employee - Marketer,2.0,3.0,1.0,3.0,3.0,1.0,0,2018.0
30903,microsoft,"Seattle, WA",Current Employee - Software Engineer,5.0,5.0,5.0,4.0,5.0,5.0,0,2018.0
30904,microsoft,"Bridgewater, NJ",Former Employee - Inventory Control Expert,4.0,4.0,5.0,4.0,5.0,3.0,0,2018.0
30905,microsoft,"New York, NY",Current Employee - Senior Premier Field Engineer,4.0,4.0,5.0,4.0,4.0,4.0,1,2018.0
30906,microsoft,"Redmond, WA",Former Employee - Senior Software Engineer,2.0,2.0,2.0,2.0,2.0,2.0,0,2018.0
30907,microsoft,"Redmond, WA",Current Employee - Software Development Engineer,5.0,3.0,4.0,5.0,3.0,3.0,1,2018.0
30908,microsoft,"Washington, DC",Current Employee - Business Sales Specialist,1.0,1.0,1.0,4.0,5.0,2.0,2,2018.0
30909,microsoft,"Redmond, WA",Current Employee - Senior Product Marketing Manager,4.0,4.0,4.0,4.0,3.0,4.0,1,2018.0
30910,microsoft,"Newark, NJ",Current Employee - Chief Executive Officer Blogger,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
30911,microsoft,"Tempe, AZ",Former Employee - Account Technology Strategist,4.0,3.0,5.0,4.0,5.0,3.0,0,2018.0
30912,microsoft,"Redmond, WA",Current Employee - Softwa,4.0,5.0,5.0,5.0,4.0,4.0,0,2018.0
30913,microsoft,"Redmond, WA",Current Employee - Software Engineer,5.0,5.0,5.0,5.0,4.0,4.0,0,2018.0
30914,microsoft,"Sunnyvale, CA",Current Employee - Senior Software Engineer,5.0,5.0,5.0,4.0,5.0,4.0,2,2018.0
30915,microsoft,"Bellevue, WA",Current Employee - Director Business Programs,5.0,3.0,5.0,5.0,4.0,3.0,0,2018.0
30916,microsoft,"Herndon, VA",Former Employee - Database Administrator,5.0,3.0,3.7,3.0,3.0,3.0,0,2018.0
30917,microsoft,"Bellevue, WA",Current Employee - Program Manager,4.0,4.0,3.0,4.0,5.0,3.0,0,2018.0
30918,microsoft,"Redmond, WA",Former Employee - Senior Software Engineer,5.0,5.0,5.0,5.0,5.0,2.0,0,2018.0
30919,microsoft,"Redmond, WA",Current Employee - Software Engineer,4.0,5.0,3.0,3.0,2.0,3.0,0,2018.0
